Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,101.01,101.26,100.21,102.38,104.71,100.12,100.77,99.98,100.94,100.74,100.63,99.83,100.3,100.2,101.0,101.3
01.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,102.91,101.49,101.25,101.26,101.28,100.15,95.98,98.74,98.45,100.46,104.56,102.59,102.2,103.4,106.6,104.9
01.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,99.34,128.81,104.38,99.69,71.51,53.33,62.96,80.74,117.69,164.21,184.1,128.62,98.8,110.8,111.6,94.7
01.107,Sabzi,Морковь,Carrot,Сабзи,102.51,102.55,115.49,107.78,114.34,112.13,97.75,95.52,108.5,94.37,74.78,93.2,102.1,101.7,100.0,104.6
01.110,Piyoz,Лук репчатый,Onion,Пиёз,104.03,101.19,101.46,112.25,99.24,98.3,98.44,96.7,97.09,94.25,97.08,101.0,101.4,98.6,97.9,98.8
01.113,Kartoshka,Картофель,Potato,Картошка,121.11,87.26,95.68,104.85,98.68,99.05,96.8,103.43,99.92,97.21,100.46,100.7,102.2,104.9,112.1,106.4
01.123,Shakar,Сахар-песок,Sugar,Шакар,99.55,96.83,101.19,102.19,102.19,101.65,99.73,100.0,100.21,96.64,96.42,97.01,101.1,101.6,101.3,102.3
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.33,100.26,100.11,100.47,101.39,100.29,100.33,100.27,100.29,100.36,100.44,100.25,100.4,100.3,100.3,100.3
02.115,Sement,Цемент,Cement,Цемент,99.48,99.33,98.41,102.46,102.85,100.89,100.84,100.49,102.05,101.44,101.55,100.24,100.5,101.4,101.3,100.5
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,100.07,99.86,100.05,100.0,99.99,100.25,101.0,100.33,100.0,100.6,100.01,100.0,100.0,100.0,100.8,100.0
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.84,99.85,101.33,101.08,98.52,100.47,100.22,100.68,99.94,100.15,100.44,99.75,100.1,100.0,100.5,101.0
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,100.74,100.29,100.07,101.71,101.52,100.02,100.52,100.59,100.0,100.92,100.0,100.4,99.9,101.5,100.0,100.1
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,101.15,101.26,100.17,100.0,100.84,100.11,101.06,99.49,99.82,100.52,99.98,100.1,100.0,100.5,100.5,100.2
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,100.36,101.84,100.34,100.0,99.19,101.81,99.21,100.27,100.0,99.69,101.08,99.65,100.7,100.0,100.5,100.2
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,100.4,100.48,98.95,101.64,100.19,101.45,100.8,99.58,100.53,100.23,99.72,99.89,101.2,100.0,100.5,100.2
02.196,Benzin,Бензин,Gasoline,Бензин,100.77,100.13,99.66,99.22,99.57,99.79,101.11,102.19,101.56,101.65,101.24,102.72,100.7,100.3,99.3,100.9
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,88.73,100.77,94.12,87.92,99.61,95.05,111.55,103.82,95.31,102.99,107.21,101.22,110.1,103.6,96.2,95.3
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,97.75,100.0,100.0,102.31,127.0,100.0,100.0,99.68,100.0,100.0,99.51,100.0,100.0,100.0,100.4,100.9
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,100.55,100.81,100.86,101.96,105.8,100.27,101.7,101.3,100.13,100.38,100.1,100.45,100.8,100.4,100.2,100.3
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,132.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,146.92,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
