Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2019,2020,2021,2022,2023,2024
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,1027.0,1062.0,1459.0,1519.0,1519.0
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,0.0,2518.0,2749.0,2817.0,2905.0,3006.0
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,496.0,2482.0,2619.0,2716.0,3204.0,3252.0
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,54.0,2542.0,2569.0,2586.0,2632.0,2674.0
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,130.0,1383.0,1547.0,1669.0,1694.0,1704.0
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,42.0,1300.0,1462.0,1462.0,1518.0,1528.0
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,34803.0,35324.0,38638.0,40480.0,41425.0,42343.0
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,4341.0,4379.0,4386.0,4426.0,4464.0,4452.0
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,612.0,645.0,915.0,1323.0,1442.0,1508.0
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,4679.0,4720.0,4786.0,4902.0,4965.0,5057.0
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,3249.0,3277.0,3824.0,4308.0,4437.0,4526.0
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,2088.0,2108.0,2126.0,2123.0,2136.0,2214.0
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,5217.0,5244.0,5291.0,5303.0,5361.0,5383.0
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,4741.0,4887.0,5019.0,5098.0,5130.0,5188.0
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,2977.0,3084.0,3443.0,3816.0,4043.0,4263.0
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,1611.0,1620.0,1643.0,1650.0,1661.0,1652.0
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,3080.0,3106.0,3492.0,3691.0,3818.0,4043.0
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,1440.0,1538.0,1638.0,1694.0
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,2208.0,2254.0,2273.0,2302.0,2330.0,2363.0
