Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
01.123,Shakar,Сахар-песок,Sugar,Шакар,98.1,99.48,100.29,101.63,101.7,100.45,100.31,100.72,100.24,96.81,97.98,96.22,101.1,101.9,102.1,101.7
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.36,100.19,100.27,100.18,101.84,100.22,100.19,100.4,100.39,100.44,100.49,100.3,100.4,100.2,100.3,100.3
02.115,Sement,Цемент,Cement,Цемент,99.75,99.24,100.0,100.79,101.54,101.0,100.52,100.44,102.38,101.72,101.55,100.7,100.8,99.9,100.4,101.1
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,100.06,99.96,100.05,100.0,100.0,100.18,100.73,100.24,100.39,100.03,100.01,100.0,100.5,100.4,100.0,100.0
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.97,99.9,101.47,100.59,99.07,100.33,100.67,100.56,99.56,100.81,100.42,99.88,100.5,99.5,100.0,100.8
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,100.0,100.12,100.35,100.63,101.0,100.0,100.0,100.28,100.12,100.16,100.56,100.51,100.9,100.6,100.1,100.3
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,100.81,100.0,100.36,100.09,101.29,100.91,100.0,100.24,99.93,100.22,100.33,100.7,100.8,99.3,100.3,100.6
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,101.1,100.06,99.85,101.45,98.57,101.12,100.0,100.33,100.11,100.87,99.72,100.11,101.4,100.0,100.0,99.2
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,100.93,100.32,100.46,100.0,102.57,100.12,100.97,100.09,100.38,99.89,99.8,99.69,100.4,99.3,100.9,100.2
02.196,Benzin,Бензин,Gasoline,Бензин,101.1,100.1,100.16,99.4,100.07,99.87,100.4,103.1,101.29,101.25,101.86,102.58,100.5,99.9,99.7,101.2
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,83.85,104.29,97.36,88.25,96.67,98.5,103.15,101.7,101.36,105.92,111.9,101.0,110.6,103.2,94.8,94.8
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,100.0,100.0,99.84,100.0,128.0,100.0,100.0,100.56,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,100.77,100.73,100.48,100.86,105.32,100.11,100.33,100.36,100.28,100.09,100.34,100.43,100.7,100.5,100.2,100.2
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
