Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2021-M01,2021-M02,2025-M01.1,2025-M02.1,2025-M03.1,2021-M03,2021-M04,2021-M05,2021-M06,2021-M07,2021-M08,2021-M09,2021-M10,2021-M11,2021-M12,2022-M01,2022-M02,2022-M03,2022-M04,2022-M05,2022-M06,2022-M07,2022-M08,2022-M09,2022-M10,2022-M11,2022-M12,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M01,2026-M02,2026-M03
312,Gvadelupa,Гваделупа,Guadeloupe,Гваделупа,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,4.7,4.7,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
626,Timor-Leshte,Тимор-Лешти,Timor-Leste,Тимор-Леште,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00369,0.00369,0.0
275,Palestin Davlati,Государство Палестина,State of Palestine,Палестин Давлати,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,178.7,178.7,199.4,199.4,199.4,199.4,199.4,199.4,199.4,210.4,210.4,0.0,175.5,263.0,289.4,289.4,289.4,289.4,289.4,289.4,289.5,289.5,289.6,0.0,177.3,177.3,177.3,177.3,177.3,177.3,177.3,177.3,198.4,198.4,198.4,0.001,387.0,387.0,388.3,391.2,392.7,392.7,392.7,392.7,392.7,392.7,429.2,0.0,1.54,1.5
499,Chernogoriya,Черногория,Montenegro,Черногория,0.0,0.0,990.7,1036.7,1036.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,39.8,39.8,39.8,78.0,78.0,78.3,78.3,78.4,78.4,0.0,1.3,39.3,51.3,59.7,60.6,60.6,60.9,62.0,62.0,62.1,1209.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.2,76.3,126.4,131.6,131.6,0.04,187.1,262.1,262.1,466.0,594.6,733.5,1109.7,1390.7,1583.4,2440.4,3114.1,990.7060478000001,1036.7060477999999,1036.7
716,Zimbabve,Зимбабве,Zimbabwe,Зимбабве,24.1,288.3,0.1,109.0,807.1,291.1,507.8,521.5,529.0,529.0,529.0,702.2,705.0,884.6,913.8,133.8,550.9,559.7,562.5,569.4,1098.6,1299.3,1495.1,1545.4,2052.3,2268.3,2318.8,3.0,251.0,511.7,587.1,652.8,756.6,832.6,832.6,972.0,1111.1,1125.2,1125.2,0.0,0.0,0.0,4.6,4.6,19.0,19.0,39.3,89.5,93.2,107.1,1198.5,289.5,1216.5,2711.1,2950.4,3197.7,3288.4,3429.8,3444.9,3444.9,3540.4,4368.4,4368.6,0.134,108.995,807.1
894,Zambiya,Замбия,Zambia,Замбия,0.0,0.0,1.2,1.2,88.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.2,66.2,66.2,66.2,66.2,66.2,66.2,66.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.5,0.5,1.8,2.2,84.2,174.6,197.3,199.2,199.7,200.5,201.8,202.5,202.5,1.1809641,1.1809641,88.6
324,Gvineya,Гвинея,Guinea,Гвинея,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0
512,Ummon,Оман,Oman,Уммон,0.0,0.0,0.3,12.6,12.7,0.0,25.5,25.5,25.5,25.5,25.5,25.5,27.0,34.7,34.7,1339.4,1343.1,1342.4,1342.4,1342.4,1342.5,1342.5,1353.1,1353.8,3904.2,3907.1,3914.8,0.0,0.1,0.1,40.3,539.0,539.0,539.0,539.0,600.2,610.0,610.0,625.3,0.1,9.2,9.2,9.3,428.0,428.0,989.8,1339.9,1828.4,1908.5,2340.3,2559.2,215.7,318.8,319.8,320.0,320.2,320.3,501.1,501.3,553.8,666.6,666.8,666.9,0.31537,12.58451,12.7
028,Antigua va Barbuda,Антигуа и Барбуда,Antigua and Barbuda,Aнтигуа ва Барбуда,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,Gayana,Гайана,Guyana,Гаяна,0.1,0.3,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.8,1.8,1.8,0.0,0.0,0.0
524,Nepal,Непал,Nepal,Непал,4.6,4.6,0.0,3.6,3.6,4.6,10.6,10.6,10.6,10.6,19.7,19.7,19.7,19.7,22.3,0.0,1.3,1.3,1.3,7.8,7.8,7.9,7.9,7.9,7.9,7.9,7.9,0.0,0.0,0.0,14.7,14.7,14.7,14.7,34.2,34.3,34.3,34.3,37.2,11.6,12.2,12.2,12.2,12.2,12.2,12.2,25.0,25.2,25.2,25.2,25.3,0.01,3.2,3.2,6.2,6.2,8.9,8.9,8.9,8.9,8.9,11.5,11.5,0.0,3.5697739,3.6
748,Esvatini,Эсватини,Eswatini,Есватини,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.7,0.7,0.7,0.7,2.6,4.5,4.5,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
558,Nikaragua,Никарагуа,Nicaragua,Никарагуа,0.0,0.0,1.6,6.8,7.0,0.0,0.0,0.0,1.5,1.5,3.9,3.9,6.1,6.1,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.9,1.9,1.9,2.1,7.3,8.0,9.0,9.1,10.5,12.8,0.3,1.1,1.9,3.0,3.9,4.2,4.6,5.4,5.6,6.6,7.4,8.0,0.2,25.0,25.1,26.1,26.4,32.1,36.4,36.5,41.2,44.9,49.6,50.9,1.5539999999999998,6.845999999999999,7.0
096,Bruney-Darussalom,Бруней-Даруссалам,Brunei Darussalam,Бруней-Даруссалом,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.0,0.0,0.0,0.4,0.4,1.3,1.3,1.3,1.4,1.4,1.4,1.6,0.0,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,Liberiya,Либерия,Liberia,Либерия,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,1.0,1.0,0.0,0.0,0.0
132,Kabo-Verde,Кабо-Верде,Cabo Verde,Кабо-Верде,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Malavi,Малави,Malawi,Малави,28.7,33.4,0.0,0.0,1.5,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.8,1.3,2.3,13.6,13.6,13.6,13.6,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,9.4,9.4,0.0,0.0,0.0,0.7,0.7,0.7,3.7,3.7,4.7,4.7,5.9,5.9,0.0,0.0,1.5
780,Trinidad va Tobago,Тринидад и Тобаго,Trinidad and Tobago,Тринидад ва Тобаго,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.3,0.4,0.4,0.4,2.3,2.3,2.3,4.3,5.6,2.0,4.3,4.3,4.4,4.4,4.4,4.4,4.6,4.6,4.6,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,3.5,5.9,0.0,0.0,0.0
591,Panama,Панама,Panama,Панама,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,1.2,0.0,0.7,0.7,0.7,2.8,2.8,3.0,3.0,3.0,3.0,3.0,28.9,0.0,0.0,0.0,18.8,18.9,18.9,18.9,18.9,19.1,19.4,20.0,41.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8,14.8,14.8,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,Tunis,Тунис,Tunisia,Тунис,6.0,42.2,310.8,1032.7,1294.7,66.6,100.0,140.1,155.3,188.1,192.5,216.8,237.8,289.9,316.5,12.7,85.7,259.6,372.7,399.4,429.0,462.3,502.3,559.3,627.2,667.5,706.9,16.3,187.9,259.5,333.1,385.1,458.2,498.7,589.7,640.0,692.3,882.1,989.1,325.5,436.5,833.3,982.1,1112.1,1249.8,1368.0,1559.2,1685.3,1865.8,2044.4,2214.9,421.7,718.0,925.8,1117.9,1264.1,1454.6,1590.7,1670.5,1894.7,1998.6,2098.8,2251.9,310.8060000000001,1032.7370000000008,1294.7
136,Kayman oroli,Кайман острова,Cayman Islands,Кайман ороли,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18803.0,18803.0,18803.0,18803.0,18803.0,18803.0,18803.3,18803.4,18803.4,18803.4,18803.4,18803.4,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.4,100.9,100.9,100.9,0.0,0.0,0.0
450,Madagaskar,Мадагаскар,Madagascar,Мадагаскар,1.0,3.0,11.1,19.9,29.7,4.5,4.9,5.7,7.1,7.5,7.5,8.0,9.1,9.1,9.2,1.4,3.9,4.3,4.4,12.1,12.3,14.9,14.7,14.8,16.3,15.9,21.2,0.0,9.2,13.5,14.7,15.2,17.0,19.9,20.6,30.0,37.7,47.3,53.6,1.3,8.6,18.7,25.8,36.8,50.6,92.3,105.5,117.2,118.3,123.7,127.2,7.0,8.9,33.7,43.7,54.0,68.1,83.3,101.0,110.4,117.9,137.2,137.9,11.059,19.877,29.7
296,Kiribati,Крибати,Kiribati,Кирибати,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,5.8,5.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
