Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2017,2018,2019,2020,2021,2022,2023,2024
1727206,Oqqo‘rg‘on tumani,Аккурганский район,Akkurgan district,Оққўрғон тумани,1018795.8,1149608.7,1588849.4,1710151.1,2015248.2,2333655.3,2686911.5,2541064.7
1727212,Ohangaron tumani,Ахангаранский район,Akhangaran district,Оҳангарон тумани,1197617.5,1326566.2,1779455.4,1902797.1,2513691.7,3026719.4,3554206.2,4161628.7
1727220,Bekobod tumani,Бекабадский район,Bekabad district,Бекобод тумани,745905.9,1007398.5,1360451.4,1379344.9,1638177.7,1993522.7,2379103.3,2385131.3
1727224,Bo‘stonliq tumani,Бостанлыкский район,Bostanlyk district,Бўстонлиқ тумани,1118492.4,1344859.6,1734719.4,1922408.1,2209589.8,2718564.2,3198680.9,3815108.1
1727228,Bo‘ka tumani,Букинский район,Buka district,Бўка тумани,919694.9,1179689.4,1400773.4,1427201.1,1809053.9,2135864.9,2324594.0,2497989.5
1727233,Quyichirchiq tumani,Куйичирчикский район,Kuyichirchik district,Қуйичирчиқ тумани,991441.9,1302307.8,1305290.9,1770432.7,2051582.1,2750249.6,2494017.7,3066832.9
1727237,Zangiota tumani,Зангиатинский район,Zangiata district,Зангиота тумани,1188311.5,1384216.3,1783205.1,2178798.7,3177062.1,2412094.7,2622320.5,3004707.8
1727239,Yuqorichirchiq tumani,Юкоричирчикский район,Yukorichirchik district,Юқоричирчиқ тумани,1142724.4,1275523.2,1668791.4,1819731.3,2255099.2,2700484.4,2792628.4,3133416.4
1727248,Qibray tumani,Кибрайский район,Kibray district,Қибрай тумани,1470144.3,1806796.4,2033508.8,2318410.0,2765744.6,3468805.0,4293165.1,5084376.4
1727249,Parkent tumani,Паркентский район,Parkent district,Паркент тумани,899522.7,923738.6,1108058.3,1273010.6,1500783.7,1970622.6,2181102.7,2117677.0
1727250,Piskent tumani,Пскентский район,Piskent district,Пискент тумани,1041307.1,1079782.2,1514501.3,1492907.3,1721496.9,2121055.2,2461846.6,2496044.8
1727253,O‘rtachirchiq tumani,Уртачирчикский район,Urtachirchik district,Ўртачирчиқ тумани,1176937.5,1474716.6,1676223.2,1932506.0,2271092.3,2615387.0,3012688.7,3588449.5
1727256,Chinoz tumani,Чиназский район,Chinaz district,Чиноз тумани,1166702.4,1334972.3,1680358.6,1676645.5,1925826.5,2261968.8,2668435.0,2806654.0
1727259,Yangiyo‘l tumani,Янгиюльский район,Yangiyul district,Янгийўл тумани,1029834.5,1228227.9,1665868.3,1833161.1,2058992.4,2512399.7,2960465.1,3365106.3
1727265,Toshkent tumani,Ташкентский район,Tashkent district,Тошкент тумани,1054647.2,1295300.6,1585843.5,1677208.7,1986855.4,2334775.5,2653600.6,3005341.4
1730,Farg‘ona  viloyati,Ферганская область,Fergana region,Фарғона вилояти,1044192.2,1262705.3,1605046.7,1781821.0,2054570.7,2538459.1,2853148.9,3226076.1
1730401,Farg‘ona shahri,Город Фергана,Fergana city,Фарғона шаҳри,1390138.7,1726103.6,2121693.0,2515065.7,2827947.6,3564641.9,4082350.7,4557659.1
1730405,Qo‘qon shahri,Город Коканд,Kokand city,Қўқон шаҳри,1157896.9,1431322.6,1748635.0,1991611.1,2376709.9,2760170.9,3296694.8,3719604.4
1730408,Quvasoy shahri,Город Кувасай,Kuvasay city,Қувасой шаҳри,1222200.8,1386507.1,1668098.3,1759179.4,2052690.5,2425498.1,2829691.4,3188477.6
1730412,Marg‘ilon shahri,Город Маpгилан,Margilan city,Марғилон шаҳри,887589.7,1097589.9,1424580.3,1487076.4,1743456.3,1925380.3,2234179.7,2631292.7
1730203,Oltiariq tumani,Алтыарыкский район,Altyaryk district,Олтиариқ тумани,824725.6,978153.1,1379820.3,1436826.8,1583329.4,1786065.0,2021535.8,2265842.1
1730206,Qo‘shtepa tumani,Куштепинский район,Kushtepa district,Қўштепа тумани,913098.0,1076751.0,1429985.3,1514901.5,1716715.0,2220283.9,2609786.4,2921471.6
1730209,Bog‘dod tumani,Багдадский район,Baghdad district,Боғдод тумани,932225.5,1158724.8,1513773.6,1678713.3,1867256.5,2204218.1,2420455.6,2757905.1
1730212,Buvayda tumani,Бувайдинский район,Buvayda district,Бувайда тумани,771274.0,944484.6,1325636.0,1384360.2,1727448.7,2065234.8,2477178.2,2829768.6
1730215,Beshariq tumani,Бешарыкский район,Besharik district,Бешариқ тумани,791418.0,888405.6,1208776.7,1255340.6,1563967.0,1882682.0,2207675.7,2546231.4
1730218,Quva tumani,Кувинский район,Kuva district,Қува тумани,982124.9,1089562.5,1346474.2,1583178.1,1788777.2,2046020.6,2305935.9,2531546.6
1730221,Uchko‘prik tumani,Учкуприкский район,Uchkuprik district,Учкўприк тумани,933321.4,1031620.6,1349877.7,1475951.2,1648669.6,3588889.8,2252092.1,3079683.1
1730224,Rishton tumani,Риштанский район,Rishtan district,Риштон тумани,763381.7,1026338.4,1169030.5,1427246.0,1499862.5,1876278.1,2166256.3,2483397.0
1730226,So‘x tumani,Сохский район,Sokh district,Сўх тумани,939847.2,1173242.2,1411069.8,1580003.2,1822475.3,2088304.3,2359322.7,2648095.2
1730227,Toshloq tumani,Ташлакский район,Tashlak district,Тошлоқ тумани,1026212.4,1301996.5,1667063.5,1564770.3,2103369.3,2622221.9,3086727.9,3271243.5
1730230,O‘zbekiston tumani,Узбекистанский район,Uzbekistan district,Ўзбекистон тумани,858754.7,1017869.8,1370189.2,1528521.7,1732148.0,2065963.8,2349985.4,2663914.5
1730233,Farg‘ona tumani,Ферганский район,Fergana district,Фарғона тумани,896881.7,1079003.8,1376230.5,1419423.0,1861016.8,2135099.5,2409846.4,2664205.8
1730236,Dang‘ara tumani,Дангаринский район,Dangara district,Данғара тумани,815662.3,954886.5,1349985.5,1410354.0,1696351.9,1949177.5,2210269.2,2537873.9
1730238,Furqat tumani,Фуркатский район,Furkat district,Фурқат тумани,1046539.4,1266930.0,1643380.0,1846480.5,2074275.6,2319520.4,2718884.5,2954384.9
1730242,Yozyovon tumani,Язъяванский район,Yazyavan district,Ёзёвон тумани,988732.1,1175553.7,1421847.6,1690112.3,1786282.4,2083793.1,2351058.1,2129971.3
1733,Xorazm viloyati,Хорезмская область,Khorezm region,Хоразм вилояти,1059388.9,1327518.1,1736413.7,1949592.1,2253991.9,2690661.5,3141988.7,3544443.5
1733401,Urganch shahri,Город Ургенч,Urgench city,Урганч шаҳри,1243810.2,1563399.0,2004582.9,2370454.1,2883414.5,3507518.7,4196869.2,4918951.6
1733406,Xiva shahri,Город Хива,Khiva city,Хива шаҳри,908946.8,1087148.4,1414468.0,1486076.3,1776535.4,2111678.2,2591209.4,3177562.9
1733204,Bog‘ot tumani,Багатский район,Bagat district,Боғот тумани,1047732.5,1276881.6,1668154.8,1788354.3,2110872.0,2376042.6,2763072.9,2907752.2
1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,965776.3,1201341.5,1559778.5,1717698.1,1997916.7,2345254.2,2539514.3,2882180.8
1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,940118.2,1109615.2,1543069.6,1563046.0,1798753.8,2063589.8,2331863.1,2757737.1
1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,974140.9,1302502.8,1542972.0,1708159.0,1972661.6,2198086.0,2698223.3,3018845.0
1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,1105458.5,1448358.9,1990775.7,1601664.7,1728964.6,2039706.7,2353561.8,2612756.1
1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0.0,0.0,0.0,2680648.8,3103994.5,3923195.3,4721147.2,4722721.7
1733223,Xonqa tumani,Ханкинский район,Khanka district,Хонқа тумани,917598.8,1255764.6,1560447.8,1876595.2,2086293.1,2456770.5,2651492.8,2853433.8
1733226,Xiva tumani,Хивинский район,Khiva district,Хива тумани,962327.5,1176236.6,1514584.6,1776272.1,2066364.0,2480689.1,2482372.8,2872870.9
1733230,Shovot tumani,Шаватский район,Shavat district,Шовот тумани,990123.3,1121569.7,1577546.6,1905356.3,2161724.1,2460184.0,2780933.3,3032138.7
1733233,Yangiariq tumani,Янгиарыкский район,Yangiaryk district,Янгиариқ тумани,1084493.1,1264763.5,1738796.3,1928322.2,2147247.5,2731063.6,2989896.1,3195213.3
1733236,Yangibozor tumani,Янгибазарский район,Yangibazar district,Янгибозор тумани,1032803.9,1239798.3,1674001.6,1791446.8,1844410.6,2214263.1,2617453.7,2842942.6
1726,Toshkent shahri,город Ташкент,Tashkent city,Тошкент шаҳри,1721223.6,2115539.5,2739960.3,3267802.4,3999294.4,4817635.1,6047077.3,7211770.9
1726262,Uchtepa tumani,Учтепинский район,Uchtepa district,Учтепа тумани,1161656.7,1359588.1,1707971.6,2352524.0,3040732.7,3077683.4,3328698.5,3731921.2
1726264,Bektemir tumani,Бектемирский район,Bektemir district,Бектемир тумани,1572794.4,1922790.2,2399370.4,2860377.6,3308461.3,3532796.8,4249842.2,4775343.3
1726266,Yunusobod tumani,Юнусабадский район,Yunusabad district,Юнусобод тумани,1783360.1,2256609.5,3196321.7,3753879.9,4665265.3,5848985.0,7520977.3,8814377.8
1726269,Mirzo Ulug‘bek tumani,Мирзо Улугбекский район,Mirzo Ulugbek district,Мирзо Улуғбек тумани,1721932.3,2034092.6,2701025.4,3208138.3,4080800.5,4760578.0,6083659.4,7789192.2
1726273,Mirobod tumani,Мирабадский район,Mirabad district,Миробод тумани,2176855.4,2706983.1,3473579.4,4073450.5,4938762.6,6331723.7,8352579.6,9968083.9
1726277,Shayxontoxur tumani,Шайхантахурский район,Shaykhantakhur district,Шайхонтохур тумани,1965420.3,2528192.5,3009026.3,3647064.1,4441364.6,5252989.7,6396948.3,8262326.9
1726280,Olmazor tumani,Алмазарский район,Almazar district,Олмазор тумани,1313526.1,1541734.0,2091283.4,2473208.0,3073589.6,3673753.4,4314442.8,5124017.3
1726283,Sirg‘ali tumani,Сергелийский район,Sergeli district,Сирғали тумани,1770829.9,2337608.5,2617472.9,2342610.1,3031465.8,4188268.3,5036184.2,5902505.3
1726287,Yakkasaroy tumani,Яккасарайский район,Yakkasaray district,Яккасарой тумани,1777913.8,2173033.3,2979413.6,3705818.5,4172286.7,4831710.1,6241874.9,7320321.2
1726290,Yashnobod tumani,Яшнободский район,Yashnabad district,Яшнобод тумани,1581967.1,1905206.0,2534627.1,3342780.4,4051878.6,4678591.7,5942124.1,6905143.7
1726292,Yangihayot tumani,Янгихаётский район,Yangikhayot district,Янгиҳаёт тумани,0.0,0.0,0.0,2158655.7,2438366.5,2898007.8,3939231.5,4525828.3
1726294,Chilonzor tumani,Чиланзарский район,Chilanzar district,Чилонзор тумани,1459158.7,1723040.2,2327619.2,2817785.1,3600733.9,4381462.5,5417692.7,6117310.0
