Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2023-M01,2023-M02,2023-M03,2023-M04,2023-M05,2023-M06,2023-M07,2023-M08,2023-M09,2023-M10,2023-M11,2023-M12,2024-M01,2024-M02,2024-M03,2024-M04,2024-M05,2024-M06,2024-M07,2024-M08,2024-M09,2024-M10,2024-M11,2024-M12,2025-M01,2025-M02,2025-M03,2025-M04,2025-M05,2025-M06,2025-M07,2025-M08,2025-M09,2025-M10,2025-M11,2025-M12,2026-M1,2026-M2,2026-M03
10,Donlar,Злаки,Cereals,Донлар,98843.8,87761.8,91532.1,83576.0,101224.0,27324.3,39232.3,71773.4,56751.4,70444.1,63248.7,66127.2,47515.9,64095.7,59082.1,43440.7,47027.1,45186.5,52634.2,46585.5,55238.6,74718.1,62942.0,59957.7,56385.1,57788.6,62150.5,44479.3,61140.5,49869.1,63703.8,51103.3,64483.9,100587.1,80845.7,109830.3,108702.8,117662.7,107183.8
89,"Kemalar, qayiqlar va suzuvchi qurilmalar","Суда, лодки и плавучие конструкции","Ships, boats and floating structures","Кемалар, қайиқлар ва сузувчи қурилмалар",116.0,3214.1,124.6,876.8,575.2,178.6,238.5,96.1,261.8,322.3,118.4,19.2,225.4,0.0,33.6,7.0,235.5,164.8,123.9,981.7,520.3,1177.1,35.7,418.4,21.4,8.9,177.9,39.5,66.3,70.9,700.3,1003.3,64.3,280.9,241.0,295.6,152.2,223.6,239.5
50,Ipak,Шелк,Silk,Ипак,9.4,9.5,0.0,0.0,0.1,1.5,0.0,0.0,0.0,0.0,1.9,52.9,0.0,137.7,0.0,2.1,0.0,0.0,0.8,0.0,0.0,0.0,2.9,0.7,0.0,84.1,0.0,0.0,0.0,157.9,0.0,100.4,0.0,56.8,0.0,42.3,0.0,0.0,0.0
99,Xizmatlar,Услуги,Services,Хизматлар,149562.4,148688.1,197145.9,165229.6,174671.8,180256.0,240013.8,315749.7,236558.3,240178.3,238370.8,797831.8,240243.1,214259.1,273176.9,240262.1,256183.3,368543.9,310518.8,370309.9,430197.0,372612.1,331920.0,496940.9,332753.5,328028.1,376266.3,374494.2,354249.8,374012.5,443420.3,410976.2,721541.1,420715.5,398963.8,804882.9,443044.6,400937.4,378855.1
26,"Ruda, shlak va kul","Руды, шлак и зола","Ores, slag and ash","Руда, шлак ва кул",51732.7,55978.8,6724.1,50824.0,21161.1,6173.4,1088.4,28085.2,1969.8,14682.8,54683.5,33871.9,808.2,297.2,36.2,437.5,102634.1,15067.9,38108.6,10889.3,41245.0,22715.5,34489.2,93160.2,329.6,8299.9,12958.3,651.3,102899.0,45186.7,11549.6,32640.0,34788.2,31542.8,45570.2,85851.7,29731.1,10396.3,18574.4
55,Kimyoviy tolalar,Химические волокна,Chemical fibers,Кимёвий толалар,9952.5,12114.3,12604.8,15613.5,24927.9,20261.0,18472.6,17635.7,13168.9,15041.1,12331.1,10829.1,11102.6,11268.6,10102.8,10516.7,11637.5,11991.4,10351.4,12769.1,10062.6,12364.5,11411.3,10101.2,10513.0,13962.6,9369.2,12246.7,14065.6,13167.3,14138.3,12905.2,13859.1,11061.2,11595.0,10256.1,10631.5,8526.8,8297.9
72,Qora metallar,Черные металлы,Iron and steel,Қора металлар,126889.8,136778.2,171416.3,174741.0,197674.6,77228.4,190550.4,183407.5,162036.2,203976.1,190032.9,157779.1,161608.9,173693.4,125533.3,125423.9,140783.9,133832.3,186958.3,181034.7,153508.9,263068.4,189687.4,161987.0,182668.7,201356.9,170857.0,196775.3,178231.9,204624.4,260953.0,247424.5,265470.3,240553.6,188927.2,229997.4,244221.9,215866.4,182726.5
63,Boshqa tayyor to'qimachilik buyumlari; to'plamlar; avval ishlatilgan kiyim-kechaklar va to'qimachilik buyumlari; lattalar,"Прочие готовые текстильные изделия; наборы; одежда и текстильные изделия, бывшие в употреблении; тряпье",Other made up textile articles; sets; worn clothing and worn textile articles; rags,Бошқа тайёр тўқимачилик буюмлари; тўпламлар; аввал ишлатилган кийим-кечаклар ва тўқимачилик буюмлари; латталар,1253.2,1207.6,2309.6,1613.0,1934.9,1708.7,2181.8,1404.0,1867.1,1670.0,2036.2,1580.7,1863.3,1785.1,2484.3,1946.4,2852.2,4744.2,2758.5,3254.7,2883.6,4948.4,2605.0,2415.6,2456.9,2459.7,2134.0,2439.4,2883.3,2477.5,2844.8,3080.2,3338.0,2978.5,2869.5,3195.5,3043.8,3050.3,2784.8
75,Nikel va undan tayyorlangan buyumlar,Никель и изделия из него,Nickel and articles thereof,Никел ва ундан тайёрланган буюмлар,183.0,233.6,141.5,293.0,998.6,157.1,30.9,125.4,182.2,459.8,198.3,78.7,43.2,182.5,81.2,225.6,40.0,2194.6,185.8,164.1,214.5,129.4,9.5,28.0,346.4,251.7,356.8,23.9,578.9,691.8,616.4,466.9,204.8,789.9,1422.7,2100.2,31.9,163.6,38.8
76,Alyuminiy va undan tayyorlangan buyumlar,Алюминий и изделия из него,Aluminium and articles thereof,Алюминий ва ундан тайёрланган буюмлар,25420.3,28491.7,29206.7,27718.3,36920.2,21728.3,42952.8,46394.3,38138.3,41952.4,36147.2,32897.4,35163.4,31300.8,22532.5,37765.6,35801.6,25052.1,34502.1,32270.4,50736.9,46337.6,37917.0,33974.9,36762.1,22550.6,27668.8,36711.2,54396.5,46266.5,44448.0,51019.6,49068.1,51981.1,55249.6,46989.5,34456.1,42230.5,41486.4
78,Qo'rg'oshin va undan tayyorlangan buyumlar,Свинец и изделия из него,Lead and articles thereof,Қўрғошин ва ундан тайёрланган буюмлар,69.4,105.1,151.6,285.2,267.4,15.1,124.0,271.4,112.5,58.1,81.8,18.7,61.4,114.5,70.3,246.1,40.3,288.1,44.5,106.2,62.6,218.8,280.9,51.2,64.6,62.1,68.4,94.6,354.6,286.2,-24.3,82.4,62.6,97.2,18.3,96.4,253.4,30.3,166.1
79,Rux va undan tayyorlangan buyumlar,Цинк и изделия из него,Zinc and articles thereof,Рух ва ундан тайёрланган буюмлар,106.6,43.2,97.0,56.2,28.4,80.2,73.7,101.8,8.5,118.7,87.9,254.9,179.6,64.6,144.3,151.6,145.0,159.6,41.9,80.5,121.2,38.3,369.8,144.3,136.5,40.7,191.2,52.5,181.1,219.4,233.1,43.9,92.0,22.8,0.4,123.4,81.9,60.8,413.3
01,Tirik hayvonlar,Живые животные,Live animals,Тирик ҳайвонлар,2158.2,3097.1,7430.5,8739.7,7509.8,6511.0,6274.4,10371.8,10671.2,13307.6,12821.3,8531.0,5968.1,6709.9,7252.4,10430.7,11048.4,9045.9,10732.5,9312.5,12051.9,12842.9,10720.7,13298.1,14678.0,10532.5,7040.0,6479.6,5875.3,6455.5,10484.4,12392.2,13543.1,15642.0,19945.5,21617.4,11121.0,13032.7,5361.4
04,"Sut mahsulotlari, parranda tuxumi, tabiiy asal, boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub oziq-ovqat mahsulotlari","Молочная продукция; яйца птиц; мед натуральный; пищевые продукты животного происхождения, в другом месте не поименованные или не включенные","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included","Сут маҳсулотлари, парранда тухуми, табиий асал, бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб озиқ-овқат маҳсулотлари",9076.1,9870.0,11470.1,10517.5,9724.3,8747.0,8509.5,8022.2,7992.5,9768.1,10404.5,9634.8,7795.6,5515.4,6801.4,7614.6,8430.1,10920.3,12218.6,10112.2,10215.7,11964.7,11321.1,13659.3,12825.1,8575.4,11546.9,13617.9,15278.8,15744.0,21437.6,15804.2,15577.8,14542.5,15032.9,17358.8,12921.5,16928.6,18751.3
11,Un va un-yormalarni yanchishga mo'ljallangan sanoat mahsulotlari; solod; kraxmallar; inulin; bug'doy kleykovinasi,Продукция мукомольно-крупяной промышленности; солод; крахмалы; инулин; пшеничная клейковина,Products of the milling industry; malt; starches; inulin; wheat gluten,Ун ва ун-ёрмаларни янчишга мўлжалланган саноат маҳсулотлари; солод; крахмаллар; инулин; буғдой клейковинаси,13797.4,15502.5,20663.9,16354.4,25592.8,7567.7,14287.6,21935.7,17140.5,15726.6,20360.4,20116.3,13830.9,15528.8,16712.7,15119.2,16399.5,18260.9,15271.0,16664.8,16180.4,17419.9,14291.0,15912.0,14637.5,12132.4,15487.7,18813.5,15239.0,13110.5,13210.4,13830.2,12357.0,13739.4,14984.7,18019.4,13689.0,13720.0,14311.4
12,"Moyli urug'lar va mevalar; boshqa urug'lar, meva va don; dorivor o'simliklar va texnik maqsadlarda qo'llaniladigan o'simliklar; somon va yem-xashak","Масличные семена и плоды; прочие семена, плоды и зерно; лекарственные растения и растения для технических целей; солома и фураж","Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit; industrial or medicinal plants; straw and fodder","Мойли уруғлар ва мевалар; бошқа уруғлар, мева ва дон; доривор ўсимликлар ва техник мақсадларда қўлланиладиган ўсимликлар; сомон ва ем-хашак",10291.9,11428.3,11225.4,7615.3,9841.4,5981.6,7892.1,7369.1,6183.0,6278.8,8282.8,6479.3,11151.6,5769.5,8156.4,11652.6,8289.4,8357.8,6423.6,6969.3,5672.8,6602.0,6844.5,6945.4,11544.3,6903.0,8816.6,30982.5,7858.6,8603.9,7572.0,6019.6,6402.6,11072.8,10318.1,10329.2,6352.9,13894.8,27664.9
13,Tozalanmagan tabiiy smola; kamedi (o'simlik shirasi) yoki boshqa o'simlik sharbati va ekstraktlari,"Шеллак природный неочищенный; камеди, смолы и прочие растительные соки и экстракты","Shellac natural unrefined; gums, resins and other vegetable saps and extracts",Тозаланмаган табиий смола; камеди (ўсимлик шираси) ёки бошқа ўсимлик шарбати ва экстрактлари,392.3,448.2,357.7,484.9,623.8,277.6,523.1,442.0,411.6,316.1,755.9,602.9,432.9,233.0,608.2,788.4,415.6,223.0,795.3,897.2,402.5,612.0,343.2,443.1,794.3,540.6,445.2,812.3,505.9,776.6,522.3,707.2,923.8,457.1,783.2,708.8,405.5,609.6,1139.3
92,Musiqa asboblari; ularning qismlari va jihozlari,Инструменты музыкальные; их части и принадлежности,Musical instruments; parts and accessories of such articles,Мусиқа асбоблари; уларнинг қисмлари ва жиҳозлари,83.5,652.4,24.2,94.5,211.5,222.6,190.9,133.5,194.6,66.3,651.7,34.2,115.9,68.4,200.5,240.5,88.3,824.9,325.5,52.7,319.8,184.8,284.3,93.9,73.8,57.4,84.9,161.3,65.9,268.2,143.1,484.9,37.2,109.5,399.8,165.7,61.6,149.8,438.2
19,"Boshoqli donlar, un, kraxmal yoki sutdan tayyorlangan mahsulotlar; undan tayyorlangan qandolat mahsulotlari","Готовые продукты из зерна злаков, муки, крахмала или молока;  мучные кондитерские изделия","Preparations of cereals, flour, starch or milk; pastrycooks' products","Бошоқли донлар, ун, крахмал ёки сутдан тайёрланган маҳсулотлар; ундан тайёрланган қандолат маҳсулотлари",14612.5,19169.1,17288.8,13259.4,18134.0,10747.8,15091.0,16191.0,17251.2,16940.8,19908.2,20183.6,13994.7,14037.0,19389.0,15463.9,20074.2,17497.3,18957.9,18854.4,16536.4,19999.9,19578.3,21524.1,14616.7,22236.9,18147.4,21898.0,20300.5,17325.9,17908.8,19574.4,22291.1,22276.5,28722.9,30624.1,14952.3,20233.8,26723.8
21,Turli oziq-ovqat mahsulotlari,Разные пищевые продукты,Miscellaneous edible preparations,Турли озиқ-овқат маҳсулотлари,10699.6,13823.0,16816.7,15602.2,16259.9,13574.4,14780.8,19479.0,15452.9,19921.3,21408.7,20910.8,12497.4,15206.1,15767.4,18976.1,18884.4,15477.2,21829.0,22034.5,21404.3,22073.2,19061.2,21507.6,19253.1,19826.0,22657.2,25227.7,20806.5,24387.3,24912.4,23460.3,25691.1,27534.2,27487.8,34067.8,23655.2,23105.8,28447.1
28,"Noorganik kimyo mahsulotlari; qimmatbaho metallar, nodir metallar, radioaktiv elementlar yoki izotoplarning noorganik yoki organik birikmalari","Продукты неорганической химии; соединения неорганические или органические драгоценных металлов, редкоземельных металлов, радиоактивных элементов или изотопов","Inorganic chemicals; organic or inorganic compounds of precious metals, of rare-earth metals, of radioactive elements or of isotopes","Ноорганик кимё маҳсулотлари; қимматбаҳо металлар, нодир металлар, радиоактив элементлар ёки изотопларнинг ноорганик ёки органик бирикмалари",18686.4,11325.7,17523.9,10688.7,11979.8,10917.6,12744.7,12195.7,9200.5,8497.0,12030.5,12472.2,8210.1,8617.9,9248.0,10796.5,10419.4,10225.3,9969.9,9587.4,10576.9,12478.3,12636.0,9012.2,9219.3,7664.6,11224.9,9246.1,10359.0,12468.1,10088.7,12754.6,14889.9,19359.7,16393.8,16267.8,12187.0,11077.0,12752.7
29,Organik kimyoviy birikmalar,Органические химические соединения,Organic chemicals,Органик кимёвий бирикмалар,22325.0,20434.2,24565.5,18283.9,25084.3,18653.1,26263.2,23221.3,19761.8,23486.7,21347.6,21355.2,20080.2,15042.9,17507.2,17879.9,21675.2,17415.7,20985.6,26676.2,21062.4,21239.7,22343.9,23219.8,23347.7,26720.5,23382.3,26148.3,24035.9,25937.2,30314.4,31217.8,30074.3,30249.2,27246.4,40676.0,47822.5,41236.9,36185.0
30,Farmatsevtika mahsulotlari,Фармацевтическая продукция,Pharmaceutical products,Фармацевтика маҳсулотлари,120564.5,183274.2,83303.8,116201.5,128767.7,34667.6,128125.4,131946.4,132390.5,172694.5,152820.4,146504.3,159282.4,137337.8,189052.2,135341.5,130132.6,114014.5,149640.8,119110.6,103407.2,133230.6,143825.0,162633.7,166806.3,132732.1,159669.4,129454.4,158915.6,167295.3,165380.9,153709.4,166697.7,187778.9,162739.3,139077.4,178980.8,146656.0,136971.2
33,"Efir moylari va rezinoidlar; attorlik, kosmetika yoki pardoz vositalari","Эфирные  масла  и  резиноиды;   парфюмерные,   косметические   или туалетные  средства","Essential oils and resinoids; perfumery, cosmetic or toilet preparations","Эфир мойлари ва резиноидлар; атторлик, косметика ёки пардоз воситалари",14732.1,19596.6,28067.3,26698.3,50089.3,18089.9,32964.0,37323.8,30887.8,27379.8,23958.8,26714.5,19240.1,25964.2,30333.0,28522.7,33099.4,25776.6,62826.1,34915.7,25151.9,26958.8,25123.2,25832.2,20701.9,24715.1,27437.8,32256.0,37608.0,33962.7,44258.2,42746.4,32812.8,44696.2,34715.7,41225.8,34510.2,35533.8,43377.6
37,Foto va kino mahsulotlari,Фото- и кинотовары,Photographic or cinematographic goods,Фото ва кино маҳсулотлари,358.0,800.2,1197.1,829.7,443.5,792.4,646.3,958.0,565.3,439.9,688.3,593.7,591.7,387.3,386.2,865.6,728.7,341.2,412.2,579.2,764.8,653.3,649.4,575.6,368.8,703.1,337.4,702.0,487.2,495.2,941.9,479.5,396.8,870.1,515.4,900.6,614.7,826.7,615.3
38,Boshqa kimyoviy mahsulotlar,Прочие химические продукты,Miscellaneous chemical products,Бошқа кимёвий маҳсулотлар,32909.2,33740.4,44335.0,38141.3,50704.7,29651.3,45367.2,48146.1,38284.2,35104.0,42451.1,41427.9,36634.9,59769.8,37363.8,40984.5,55601.0,38835.2,38604.8,39534.3,29155.9,40553.3,35233.2,30534.0,32570.7,38161.4,47571.2,69231.7,53896.9,52439.8,48152.7,43710.7,45528.4,44809.5,40231.0,55172.0,43858.7,49682.4,61575.2
49,"Bosma kitoblar, gazetalar, reproduksiyalar va poligrafiya sanoatining boshqa buyumlari; qo'lyozmalar, mashinkada yozilgan matnlar va tarhlar","Печатные книги, газеты, репродукции и другие изделия полиграфической промышленности; рукописи, машинописные тексты и планы","Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans","Босма китоблар, газеталар, репродукциялар ва полиграфия саноатининг бошқа буюмлари; қўлёзмалар, машинкада ёзилган матнлар ва тарҳлар",2032.2,907.0,931.7,464.0,950.4,1291.4,1062.0,2603.7,25004.4,11938.5,10235.9,19958.2,2937.6,4042.5,3352.0,971.7,5449.0,881.4,1177.5,2666.3,15317.8,7341.2,11751.9,12633.2,12198.8,661.5,622.6,2160.3,13328.2,8140.6,14760.6,16176.4,12368.1,6730.3,1904.0,3141.6,1133.8,10225.8,879.5
05,Boshqa joyda nomlanmagan yoki kiritilmagan hayvonlarga mansub mahsulotlar,"Продукты животного происхождения, в другом месте не поименованные или не включенные","Products of animal origin, not elsewhere specified or included",Бошқа жойда номланмаган ёки киритилмаган ҳайвонларга мансуб маҳсулотлар,148.9,114.1,136.7,147.6,289.8,588.6,1620.5,1142.6,254.9,202.9,220.5,253.9,105.3,71.5,728.4,1962.0,409.5,496.9,93.6,610.9,6.3,107.2,7.4,190.7,72.2,58.8,418.7,1893.7,702.6,689.5,249.1,47.3,50.1,233.5,135.3,444.7,46.0,90.4,471.0
54,Kimyoviy iplar; kimyoviy to'qimachilik materiallaridan  yassi va anologik iplar,Химические нити; плоские и аналогичные нити из химических текстильных материалов,Chemical threads; flat and similar threads of chemical textile materials,Кимёвий иплар; кимёвий тўқимачилик материалларидан  ясси ва анологик иплар,11456.0,13629.1,10700.4,10882.4,15822.0,13048.8,16517.1,14734.4,11795.2,13771.5,9983.7,11387.7,9188.3,10823.7,9814.8,8392.2,11001.1,13248.3,9208.0,15235.1,11329.5,13289.1,10870.7,12102.1,11140.7,10803.1,8786.8,13794.8,13414.9,8977.8,14090.8,12463.7,12756.7,14281.0,11998.5,12302.6,10708.0,10924.6,9727.6
02,Go'sht va go'shtli oziq-ovqat submahsulotlari,Мясо и пищевые мясные субпродукты,Meat and edible meat offal,Гўшт ва гўштли озиқ-овқат субмаҳсулотлари,16292.0,21032.4,25968.3,19873.3,29848.1,23892.2,-30310.8,32649.2,29478.0,36118.9,31985.2,37599.2,24559.9,29137.6,25546.8,33396.7,41184.4,30635.8,47237.5,47106.2,49205.3,56553.3,50653.6,55023.5,47139.3,39481.2,48106.7,57412.6,69227.2,68624.6,79603.2,82506.9,82444.7,89930.1,78541.9,104801.3,68722.5,82716.1,82218.7
03,"Baliq va qisqichbaqasimonlar, mollyuska va boshqa umurtqasiz suv hayvonlari","Рыба и ракообразные, моллюски и прочие водные беспозвоночные","Fish and crustaceans, molluscs and other aquatic invertebrates","Балиқ ва қисқичбақасимонлар, моллюска ва бошқа умуртқасиз сув ҳайвонлари",2108.4,1204.1,1915.6,1240.9,2015.5,1586.9,1084.7,1429.5,1848.5,1992.2,2419.5,3456.9,1702.5,1473.5,1980.5,2636.0,2127.5,1427.2,2143.3,1494.6,2840.0,2963.8,3052.4,4813.8,2956.5,2455.7,3321.9,3078.3,2353.0,3277.9,2801.8,1946.0,3230.4,3457.7,2776.8,8894.0,4213.6,4312.4,2655.1
32,"Ko'nchilik yoki rang beruvchi ekstraktlar; taninlar va ularning hosilalari; bo'yoqlar, pigmentlar va boshqa rang beruvchi moddalar; bo'yoqlar va laklar; shpatlyovka va boshqa mastikalar; poligrafik bo'yoq, siyoh, tushlar","Экстракты дубильные или красильные; таннины и их производные; красители, пигменты и прочие красящие вещества; краски и лаки; шпатлевки и прочие мастики; полиграфическая краска, чернила, тушь","Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints and varnishes; putty and other mastics; inks","Кўнчилик ёки ранг берувчи экстрактлар; танинлар ва уларнинг ҳосилалари; бўёқлар, пигментлар ва бошқа ранг берувчи моддалар; бўёқлар ва лаклар; шпатлёвка ва бошқа мастикалар; полиграфик бўёқ, сиёҳ, тушлар",18330.6,26503.2,24277.2,23277.5,26314.5,20373.3,24760.7,29937.3,26842.5,29055.7,21833.0,24072.7,15882.8,19342.0,17502.1,20294.6,23967.7,24655.5,26373.2,23914.1,20673.3,26995.2,26247.4,21211.5,19023.5,20378.3,19396.7,23803.0,25929.2,22738.7,30040.0,23443.9,28398.2,31779.9,25945.0,23431.9,16800.7,21053.6,19125.3
