Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,2025-М01,2025-М02,2025-М03,2025-М04,2025-М05,2025-М06,2025-М07,2025-М08,2025-М09,2025-М10,2025-М11,2025-М12,2026-M01,2026-M02,2026-M03,2026-M04
01.73,Kungaboqar moyi,Масло подсолнечное,Sunflower oil,Кунгабоқар мойи,100.77,100.82,100.23,102.94,105.85,100.88,100.82,99.93,100.18,100.57,100.53,99.32,100.4,100.5,101.1,101.5
01.82,Olmalar,"Яблоки, свежие","Apples, fresh",Олмалар,103.32,101.5,101.01,101.14,101.21,100.12,96.87,98.22,99.04,100.23,105.26,102.61,102.1,105.0,107.1,105.4
01.102,Yangi uzilgan pomidorlar,Помидоры свежие,Fresh tomatoes,Янги узилган помидорлар,99.5,131.18,104.18,99.28,70.15,54.4,52.88,82.12,116.46,165.51,179.6,128.26,96.8,114.9,110.2,96.5
01.107,Sabzi,Морковь,Carrot,Сабзи,103.33,102.6,115.98,106.53,115.52,111.49,98.51,97.38,107.66,93.91,73.15,91.33,101.3,101.3,97.2,104.9
01.110,Piyoz,Лук репчатый,Onion,Пиёз,102.84,101.68,101.4,112.22,99.69,99.25,98.09,96.0,95.95,95.51,96.15,100.9,100.3,99.1,94.3,99.2
01.113,Kartoshka,Картофель,Potato,Картошка,123.27,85.38,95.1,105.31,98.81,99.06,95.42,104.74,99.77,98.29,100.91,100.59,101.8,103.9,109.5,105.8
01.123,Shakar,Сахар-песок,Sugar,Шакар,99.0,99.37,99.31,101.75,101.96,100.54,99.92,99.64,101.75,97.45,97.69,96.32,100.9,100.5,101.4,104.0
1.03,NOOZIQ-OVQAT MAHSULOTLARI,НЕПРОДОВОЛЬСТВЕННЫЕ ПРОДУКТЫ,NON-FOOD PRODUCTS,НООЗИҚ-ОВҚАТ МАҲСУЛОТЛАРИ,100.4,100.37,100.1,100.43,101.06,100.32,100.34,100.42,100.38,100.41,100.53,100.26,100.4,100.2,100.3,100.3
02.115,Sement,Цемент,Cement,Цемент,99.77,98.99,97.61,101.71,102.33,100.79,100.6,100.86,104.75,100.85,101.24,100.5,100.5,100.3,100.7,101.4
02.172,Xoʻjalik sovuni,Мыло хозяйственное,Household soap,Хўжалик совуни,99.97,99.97,100.03,100.34,100.0,100.59,99.61,100.96,100.32,100.02,99.69,101.09,100.3,100.0,100.8,100.0
02.173,"Kir yuvish kukuni yoki aralashmasi, oqartiruvchi modda va kir yuvish uchun boshqa vositalar","Стиральный порошок или смесь, отбеливатели и прочие средства для стирки","Washing powders or mixtures, bleaches, and other washing agents","Кир ювиш кукуни ёки аралашмаси, оқартирувчи модда ва кир ювиш учун бошқа воситалар",100.73,99.78,99.14,100.39,99.7,100.55,100.65,100.94,98.57,100.26,101.55,100.55,101.0,98.9,100.0,100.7
02.180,Vitaminlar,Витамины,Vitamins,Витаминлар,100.0,101.03,100.33,101.68,100.19,100.01,99.83,100.02,100.5,100.05,100.99,99.88,100.1,100.5,100.7,100.0
02.181,Antibiotiklar,Антибиотики,Antibiotics,Антибиотиклар,100.0,100.74,100.0,101.41,100.12,101.78,101.37,99.64,101.84,100.16,100.0,99.69,100.1,100.8,100.1,99.9
02.183,Tomir kengaytiruvchi preparatlar,Сосудорасширяющие препараты,Vasodilating drugs,Томир кенгайтирувчи препаратлар,100.0,100.45,100.48,100.05,100.0,101.66,100.0,100.27,100.0,100.57,101.03,100.59,100.6,100.2,102.0,99.8
02.184,Shamollashga qarshi dori vositalari,Противовоспалительные лекарственные средства,Anti-inflammatory drugs,Шамоллашга қарши дори воситалари,102.07,100.52,99.17,101.62,99.93,100.18,100.0,100.0,99.49,99.97,100.0,100.83,100.3,100.8,99.6,99.8
02.196,Benzin,Бензин,Gasoline,Бензин,102.15,100.18,99.93,99.93,99.95,99.44,100.78,102.02,101.24,101.82,101.52,102.62,100.7,99.4,99.3,101.4
02.197,Shaxsiy transport vositalari uchun propan,Пропан для личных транспортных средств,Propane for personal vehicles,Шахсий транспорт воситалари учун пропан,87.8,105.71,97.99,89.85,96.53,95.34,104.15,103.03,98.25,103.99,106.66,101.33,108.7,101.3,97.8,96.9
02.198,Shaxsiy transport vositalari uchun metan,Метан для личных транспортных средств,Methane for personal vehicl,Шахсий транспорт воситалари учун метан,100.0,100.0,100.0,102.93,127.48,100.0,100.0,100.0,100.0,100.0,100.02,100.0,100.3,100.0,100.0,101.0
1.04,XIZMATLAR,УСЛУГИ,SERVICES,ХИЗМАТЛАР,100.97,100.53,100.68,100.66,107.43,100.18,100.94,100.25,100.2,100.15,100.09,100.51,100.9,101.5,100.2,100.6
03.10,Sovuq suv va kanalizatsiya uchun haq toʻlash,Холодное водоснабжение и канализация,Cold water supply and sewerage fee,Совуқ сув ва канализация учун ҳақ тўлаш,100.0,100.0,100.0,100.0,162.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.11,Maishiy chiqindi uchun haq toʻlash,Плата за вывоз мусора,Garbage collection fee,Маиший чиқинди учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.66,100.0,100.0,100.0,100.0,131.8,100.0,100.0
03.13,Elektr energiyasi uchun haq toʻlash,Плата за электроэнергию,Electricity fee,Электр энергияси учун ҳақ тўлаш,100.0,100.0,100.0,100.0,118.81,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.14,Tarmoq gaz uchun haq toʻlash,Плата за газ сетевой,Network gas fee,Тармоқ газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,139.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.15,Suyultirilgan gaz uchun haq toʻlash,Плата за газ сжиженный,Liquefied gas fee,Суюлтирилган газ учун ҳақ тўлаш,100.0,100.0,100.0,100.0,125.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
03.16,Issiq suv taʼminoti uchun xaq toʻlash,Оплата снабжения горячей водой,Hot water supply fee,Иссиқ сув таъминоти учун хақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,120.0,100.0,100.0,100.0
03.17,Markaziy isitish uchun haq toʻlash,Оплата центрального отопления,Central heating fee,Марказий иситиш учун ҳақ тўлаш,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
